year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1998,I Still Love You,Next,Pop,14,20,273000,70,0.666,0.765,-5.384,0.172,0.116
1998,Nobody Does It Better,Nate Dogg Featuring Warren G,Pop,18,18,274000,50,0.561,0.736,-8.16,0.05,0.128
1998,Just The Two Of Us,Will Smith,Rap,20,11,315506,49,0.638,0.805,-5.864,0.0806,0.322
1998,Touch It,Monifah,Pop,9,26,181000,66,0.68,0.714,-5.989,0.026,0.229
1998,Father,LL Cool J,Pop,18,16,135000,83,0.573,0.724,-4.113,0.0549,0.538
1998,Spice Up Your Life,Spice Girls,Pop,18,20,173000,65,0.993,0.555,-5.067,0.0462,0.403
1998,The Power Of Good-Bye,Madonna,Pop,11,19,251000,60,0.544,0.468,-11.574,0.0455,0.175
1998,Tubthumping,Chumbawamba,Pop,6,31,278000,66,0.88,0.348,-7.366,0.0978,0.357
1998,Intergalactic,Beastie Boys,Alt. Rock,28,18,210106,52,0.881,0.731,-6.504,0.281,0.0628
1998,The Rockafeller Skank,Fatboy Slim,EDM,76,27,413880,52,0.991,0.665,-6.725,0.256,0.339
1998,Crush,Jennifer Paige,Pop,3,25,189000,65,0.793,0.631,-4.086,0.0468,0.0976
1998,Truly Madly Deeply,Savage Garden,Pop,1,52,277000,68,0.698,0.555,-8.874,0.0287,0.0851
1998,From This Moment On,Shania Twain,Country,4,14,237939,63,0.538,0.449,-4.453,0.027,0.139
1998,Back When,Tim McGraw,Country,30,19,299173,34,0.73,0.602,-4.785,0.027,0.284
1998,Looking Through Your Eyes,LeAnn Rimes,Pop,18,24,245000,39,0.271,0.487,-11.566,0.0283,0.16
1998,My All,Mariah Carey,R&B,1,20,230933,66,0.317,0.607,-10.244,0.029,0.086
1998,Too Close,Next,Pop,1,53,170000,65,0.558,0.42,-5.728,0.0509,0.19
1998,Ava Adore,The Smashing Pumpkins,Alt. Rock,42,20,270893,59,0.844,0.604,-6.003,0.0597,0.0484
1998,Frozen,Madonna,Pop,2,20,161000,67,0.0058,0.179,-37.26,0.0481,0.106
1998,Pretty Fly (For A White Guy),The Offspring,Alt. Rock,53,16,188666,76,0.895,0.723,-3.707,0.102,0.0717
1998,I Just Want To Dance With You,George Strait,Country,61,19,210866,60,0.469,0.715,-8.674,0.0279,0.104
1998,Show Me Love,Robyn,Pop,7,24,252000,71,0.833,0.811,-4.259,0.153,0.0769
1998,Together Again,Janet,Pop,1,46,301000,63,0.505,0.865,-11.813,0.102,0.102
1998,Miami,Will Smith,Rap,17,21,197560,75,0.534,0.877,-6.178,0.15,0.0441
1998,Push It,Garbage,Alt. Rock,52,18,242533,42,0.909,0.564,-6.471,0.0311,0.0746
1998,Never Ever,All Saints,Pop,4,19,136000,65,0.542,0.622,-6.215,0.051,0.114
1998,When The Lights Go Out,Five,Pop,10,26,182000,45,0.843,0.637,-4.493,0.0273,0.352
1998,Bitter Sweet Symphony,The Verve,Pop,12,20,357000,80,0.917,0.356,-6.006,0.0479,0.406
1998,One Week,Barenaked Ladies,Pop,1,20,244000,91,0.64,0.264,-6.221,0.0442,0.151
1998,Ray Of Light,Madonna,Pop,5,20,322000,59,0.907,0.57,-7.822,0.0302,0.0642
1998,Still A G Thang,Snoop Dogg,Pop,19,13,260000,43,0.621,0.853,-6.196,0.334,0.0848
1998,Hard Knock Life (Ghetto Anthem),JAY-Z,Rap,15,22,238466,66,0.679,0.884,-5.857,0.282,0.0289
1998,Stop Being Greedy,DMX,Rap,79,6,216906,51,0.703,0.677,-5.986,0.215,0.154
1998,The First Night,Monica,Pop,1,23,200000,68,0.733,0.678,-5.025,0.0281,0.104
1998,I Will Come To You,Hanson,Pop,9,20,251000,50,0.723,0.436,-7.013,0.047,0.113
1998,Too Much,Spice Girls,Pop,9,20,110000,64,0.763,0.593,-8.31,0.21,0.364
1998,Changes,2Pac,Rap,32,19,268826,73,0.665,0.865,-6.289,0.073,0.224
1998,The Arms Of The One Who Loves You,Xscape,Pop,7,20,260000,34,0.456,0.657,-8.917,0.0345,0.0922
1998,I Can Do That,Montell Jordan,Pop,14,18,307000,66,0.441,0.889,-9.506,0.0379,0.038
1999,Back At One,Brian McKnight,Pop,2,37,263000,68,0.347,0.66,-9.114,0.03,0.131
1999,Please Remember Me,Tim McGraw,Pop,10,20,296000,44,0.54,0.465,-7.097,0.0277,0.106
1999,Sometimes,Britney Spears,Pop,21,20,152000,69,0.388,0.665,-16.208,0.0432,0.0757
1999,These Are The Times,Dru Hill,Pop,21,21,248000,54,0.473,0.718,-9.278,0.0267,0.0964
1999,Something Like That,Tim McGraw,Country,28,20,183733,72,0.85,0.507,-5.679,0.0472,0.0567
1999,Angel,Sarah McLachlan,Pop,4,28,235000,75,0.766,0.74,-2.939,0.178,0.0406
1999,Believe,Cher,Pop,1,31,204000,86,0.78,0.776,-4.374,0.128,0.081
1999,Street Dreams,Nas,Rap,22,17,279933,56,0.611,0.752,-8.681,0.315,0.778
1999,So Anxious,Ginuwine,Pop,16,20,276000,66,0.395,0.733,-11.959,0.0366,0.468
1999,Jumper,Third Eye Blind,Pop,5,20,272000,66,0.543,0.599,-9.226,0.0302,0.291
1999,Party Up (Up In Here),DMX,Rap,27,22,228400,45,0.941,0.554,-2.68,0.331,0.19
1999,How Do You Like Me Now?!,Toby Keith,Country,31,20,209066,69,0.667,0.648,-8.986,0.0311,0.0908
1999,Every Morning,Sugar Ray,Pop,3,31,219000,72,0.679,0.833,-4.496,0.0365,0.0769
1999,My Favorite Mistake,Sheryl Crow,Pop,20,10,248000,51,0.769,0.612,-8.271,0.0308,0.329
1999,Write This Down,George Strait,Country,27,20,219600,69,0.688,0.729,-7.468,0.0264,0.295
1999,Summer Girls,LFO,Pop,3,17,257000,58,0.808,0.814,-5.034,0.155,0.0616
1999,Black Balloon,Goo Goo Dolls,Pop,16,34,249000,60,0.625,0.339,-8.57,0.028,0.229
1999,Stay The Same,Joey McIntyre,Pop,10,14,140000,42,0.611,0.671,-6.431,0.283,0.0855
1999,Man! I Feel Like A Woman!,Shania Twain,Country,23,28,233414,72,0.74,0.69,-3.342,0.0351,0.0858
1999,Because Of You,98 Degrees,Pop,3,20,266000,74,0.538,0.81,-5.783,0.0357,0.0951
1999,I Want It That Way,Backstreet Boys,Pop,6,31,213000,84,0.694,0.689,-5.83,0.027,0.148
1999,Ex-Factor,Lauryn Hill,Pop,21,22,326000,75,0.619,0.593,-9.003,0.0976,0.484
1999,Sour Girl,Stone Temple Pilots,Metal,78,13,256253,54,0.663,0.394,-6.619,0.0295,0.239
1999,What's My Name,DMX,Rap,67,11,232333,54,0.98,0.647,-3.463,0.356,0.045
1999,Otherside,Red Hot Chili Peppers,Alt. Rock,14,22,255373,81,0.795,0.458,-3.265,0.0574,0.0756
1999,Lullaby,Shawn Mullins,Pop,7,18,249000,57,0.557,0.718,-10.679,0.0328,0.055
1999,Method Man,Wu-Tang Clan,Rap,69,14,350640,59,0.429,0.904,-13.782,0.27,0.332
1999,My Love Is Your Love,Whitney Houston,Pop,4,28,261000,66,0.475,0.77,-9.512,0.159,0.0607
1999,Sweet Lady,Tyrese,Pop,12,25,290000,60,0.522,0.588,-6.254,0.0383,0.24
1999,If You Had My Love,Jennifer Lopez,Pop,1,25,266000,66,0.625,0.68,-7.0,0.0353,0.109
1999,Have You Ever?,Brandy,Pop,1,22,160000,87,0.697,0.741,-7.028,0.0277,0.133
1999,The Hardest Thing,98 Degrees,Pop,5,24,274000,52,0.498,0.721,-7.43,0.0274,0.0769
1999,808,Blaque,Pop,8,20,141000,51,0.84,0.882,-5.205,0.204,0.0996
1999,No Pigeons,Sporty Thievz Featuring Mr. Woods,Pop,12,17,206000,30,0.656,0.79,-11.13,0.301,0.131
1999,Happily Ever After,Case,Pop,15,20,151000,67,0.683,0.688,-6.629,0.0932,0.134
1999,Little Man,Alan Jackson,Country,39,17,268333,40,0.514,0.699,-9.34,0.027,0.0817
1999,Sandstorm,Darude,EDM,83,10,225493,70,0.965,0.528,-7.984,0.0465,0.0797
1999,Genie In A Bottle,Christina Aguilera,Pop,1,25,217000,76,0.8,0.633,-6.945,0.166,0.137
1999,Angel Of Mine,Monica,Pop,1,30,250000,62,0.562,0.592,-6.869,0.0239,0.223
1999,Taking Everything,Gerald Levert,Pop,11,12,325000,26,0.71,0.689,-5.395,0.0413,0.107
1999,Get Gone,Ideal,Pop,13,22,182000,64,0.68,0.584,-6.781,0.0351,0.0901
1999,Slide,Goo Goo Dolls,Pop,8,35,230000,77,0.795,0.736,-3.299,0.0545,0.254
1999,I Need To Know,Marc Anthony,Pop,3,40,227000,51,0.949,0.813,-2.563,0.0336,0.112
1999,Someday,Sugar Ray,Pop,7,32,183000,72,0.521,0.539,-7.46,0.0299,0.367
1999,You,Jesse Powell,Pop,10,20,157000,83,0.818,0.728,-5.068,0.0329,0.582
1999,Hands,Jewel,Pop,6,16,135000,73,0.875,0.531,-2.766,0.126,0.248
1999,Save Tonight,Eagle-Eye Cherry,Pop,5,28,239000,66,0.693,0.547,-8.786,0.0353,0.113
1999,Unpretty,TLC,R&B,1,32,278066,61,0.622,0.648,-6.063,0.0428,0.109
1999,All Star,Smash Mouth,Pop,4,30,232000,86,0.633,0.695,-4.946,0.0599,0.0926
1999,Last Kiss,Pearl Jam,Alt. Rock,2,21,195466,71,0.692,0.622,-6.97,0.0276,0.193
1999,Give It To You,Jordan Knight,Pop,10,20,289000,41,0.655,0.83,-7.072,0.0544,0.0567
1999,Guerrilla Radio,Rage Against The Machine,Alt. Rock,69,20,206200,69,0.957,0.599,-5.764,0.188,0.155
1999,Vivrant Thing,Q-Tip,Rap,26,20,190826,54,0.75,0.924,-6.582,0.0418,0.0638
1999,Scar Tissue,Red Hot Chili Peppers,Alt. Rock,9,29,215906,82,0.717,0.595,-4.803,0.0295,0.108
1999,Where My Girls At?,702,Pop,4,42,166000,60,0.725,0.705,-7.435,0.0506,0.194
1999,That Don't Impress Me Much,Shania Twain,Country,7,28,218866,62,0.757,0.757,-7.599,0.0389,0.0476
1999,Lately,Divine,Pop,1,27,77000,53,0.503,0.751,-10.419,0.0962,0.136
1999,Steal My Sunshine,Len,Pop,9,25,265000,63,0.829,0.412,-11.112,0.529,0.108
1999,Fortunate,Maxwell,Pop,4,25,140000,85,0.663,0.64,-7.516,0.0374,0.152
1999,Praise You,Fatboy Slim,EDM,36,20,323240,56,0.893,0.602,-8.641,0.0483,0.171
1999,Bailamos,Enrique Iglesias,Pop,1,20,212000,61,0.885,0.629,-4.508,0.0384,0.105
1999,Californication,Red Hot Chili Peppers,Alt. Rock,69,19,329733,84,0.767,0.592,-2.788,0.027,0.127
1999,This Kiss,Faith Hill,Pop,7,48,194000,67,0.804,0.398,-5.559,0.0451,0.181
1999,No Scrubs,TLC,R&B,1,28,214400,83,0.675,0.743,-4.267,0.0953,0.0685
1999,Love Like This,Faith Evans,Pop,7,20,275000,65,0.551,0.767,-7.328,0.0616,0.0451
1999,All I Have To Give,Backstreet Boys,Pop,5,21,276000,48,0.574,0.731,-7.114,0.029,0.0675
1999,When I Said I Do,Clint Black,Country,31,20,273893,27,0.452,0.224,-6.85,0.0371,0.103
1999,99 Problems,JAY-Z,Rap,30,12,234626,63,0.887,0.494,-4.297,0.398,0.103
1999,Fly Away,Lenny Kravitz,Pop,12,32,221000,74,0.872,0.587,-5.066,0.0484,0.622
1999,Lost In You,Garth Brooks as Chris Gaines,Pop,5,10,246000,63,0.465,0.45,-7.034,0.0413,0.132
1999,I Still Believe,Mariah Carey,Pop,4,20,192000,53,0.721,0.391,-6.651,0.144,0.128
1999,Iris,Goo Goo Dolls,Pop,9,14,289000,87,0.715,0.315,-8.072,0.0362,0.0942
2000,E.I.,Nelly,Rap,15,20,285906,61,0.481,0.834,-7.824,0.188,0.0934
2000,One More Day,Diamond Rio,Country,29,20,216173,53,0.405,0.668,-7.629,0.0277,0.115
2000,Drive,Incubus,Alt. Rock,9,39,232453,78,0.792,0.645,-7.34,0.036,0.119
2000,Be Like That,3 Doors Down,Alt. Rock,24,21,265906,61,0.702,0.487,-6.043,0.0238,0.129
2000,One More Time,Daft Punk,EDM,61,16,320357,76,0.697,0.613,-8.618,0.133,0.332
2000,Simple Kind Of Life,No Doubt,Alt. Rock,38,13,256933,49,0.849,0.576,-5.199,0.0355,0.278
2000,Bag Lady,Erykah Badu,R&B,6,20,348893,57,0.416,0.724,-8.967,0.0847,0.0966
2000,Kryptonite,3 Doors Down,Alt. Rock,3,53,233933,80,0.865,0.545,-5.708,0.0286,0.168
2000,By Your Side,Sade,R&B,75,11,274933,71,0.429,0.653,-10.473,0.0297,0.0693
2000,Untitled (How Does It Feel),D'Angelo,R&B,25,17,430800,57,0.304,0.838,-9.975,0.0626,0.0828
2000,Beautiful Day,U2,Alt. Rock,21,25,246400,65,0.926,0.539,-6.495,0.0499,0.36
2000,Original Prankster,The Offspring,Alt. Rock,70,9,220946,62,0.877,0.664,-4.251,0.0334,0.284
2000,Loser,3 Doors Down,Alt. Rock,55,20,264800,61,0.88,0.493,-6.424,0.0693,0.226
2000,The Light,Common,Rap,44,19,261693,52,0.727,0.939,-4.349,0.235,0.0855
2000,Simple Kind Of Life,No Doubt,SKA,38,13,256933,49,0.849,0.576,-5.199,0.0355,0.278
2000,Last Resort,Papa Roach,Alt. Rock,57,20,199906,81,0.89,0.589,-3.719,0.06,0.201
2000,The Real Slim Shady,Eminem,Rap,4,19,284200,85,0.661,0.949,-4.244,0.0572,0.0454
2001,Family Affair,Mary J. Blige,R&B,1,41,265866,78,0.551,0.911,-3.75,0.045,0.0863
2001,No More Drama,Mary J. Blige,R&B,15,20,326240,52,0.836,0.654,-6.818,0.126,0.0784
2001,Break Ya Neck,Busta Rhymes,Rap,26,20,231240,67,0.809,0.82,-6.759,0.251,0.0613
2001,The Space Between,Dave Matthews Band,Alt. Rock,22,23,242000,56,0.73,0.406,-6.278,0.0315,0.229
2001,Crawling,Linkin Park,Alt. Rock,79,20,208960,79,0.702,0.58,-5.565,0.0337,0.536
2001,Fallin',Alicia Keys,R&B,1,34,210200,76,0.609,0.652,-7.519,0.037,0.233
2001,The Middle,Jimmy Eat World,Alt. Rock,5,33,165853,83,0.849,0.643,-5.428,0.0526,0.058
2001,Toxicity,System Of A Down,Metal,70,13,218933,83,0.873,0.413,-4.151,0.0536,0.204
2001,Toxicity,System Of A Down,Alt. Rock,70,13,218933,83,0.873,0.413,-4.151,0.0536,0.204
2001,Dirt Off Your Shoulder,JAY-Z,Rap,5,26,245173,61,0.657,0.78,-7.149,0.317,0.339
2001,One Step Closer,Linkin Park,Alt. Rock,75,17,157333,80,0.969,0.492,-4.419,0.0491,0.0787
2001,Aerials,System Of A Down,Alt. Rock,55,20,235053,79,0.922,0.364,-4.217,0.0567,0.0697
2001,Sweetness,Jimmy Eat World,Alt. Rock,75,14,220026,68,0.898,0.487,-4.436,0.038,0.26
2001,Wish You Were Here,Incubus,Alt. Rock,60,20,212733,70,0.768,0.246,-7.48,0.0387,0.102
2001,Aerials,System Of A Down,Metal,55,20,235053,79,0.922,0.364,-4.217,0.0567,0.0697
2001,Running,No Doubt,SKA,62,6,240466,45,0.61,0.691,-7.023,0.0275,0.0885
2001,Izzo (H.O.V.A.),JAY-Z,Rap,8,20,240626,56,0.844,0.618,-4.051,0.342,0.0634
2001,Who We Be,DMX,Rap,60,12,287866,49,0.833,0.719,-4.879,0.168,0.272
2002,Who's Your Daddy?,Toby Keith,Country,22,20,238013,49,0.871,0.684,-4.307,0.0402,0.049
2002,One Mic,Nas,Rap,43,13,268666,48,0.608,0.783,-5.742,0.361,0.102
2002,She Loves Me Not,Papa Roach,Alt. Rock,76,12,209572,59,0.955,0.598,-4.52,0.0916,0.243
2002,Hella Good,No Doubt,Alt. Rock,13,20,242586,63,0.665,0.772,-3.947,0.0349,0.0905
2002,Without Me,Eminem,Rap,2,20,290320,87,0.669,0.908,-2.827,0.0738,0.237
2002,Can't Stop,Red Hot Chili Peppers,Alt. Rock,57,20,269000,84,0.938,0.618,-3.442,0.0456,0.167
2002,Underneath Your Clothes,Shakira,Today,9,20,224066,60,0.597,0.616,-5.328,0.0415,0.104
2002,Paparazzi,Xzibit,Rap,83,6,236306,49,0.642,0.675,-10.237,0.351,0.176
2002,All My Life,Foo Fighters,Alt. Rock,43,20,263440,72,0.604,0.577,-5.703,0.0495,0.477
2002,Lose Yourself,Eminem,Rap,1,24,326466,77,0.744,0.692,-4.565,0.257,0.359
2002,Forever,Papa Roach,Alt. Rock,55,18,246333,57,0.591,0.575,-5.916,0.028,0.173
2002,Drive (For Daddy Gene),Alan Jackson,Country,28,20,242733,66,0.579,0.713,-8.066,0.0413,0.174
2002,Hella Good,No Doubt,SKA,13,20,242586,63,0.665,0.772,-3.947,0.0349,0.0905
2002,Three Wooden Crosses,Randy Travis,Country,31,20,201240,64,0.547,0.534,-7.915,0.0323,0.0897
2002,Beautiful Mess,Diamond Rio,Country,28,20,227920,50,0.817,0.402,-3.756,0.0406,0.105
2002,Bother,Stone Sour,Metal,56,20,240400,62,0.281,0.272,-7.634,0.0287,0.158
2002,Hot In Herre,Nelly,Rap,1,26,228240,76,0.741,0.956,-4.753,0.124,0.0615
2002,What U See Is What U Get,Xzibit,Rap,50,14,308906,43,0.806,0.724,-6.843,0.295,0.314
2002,I Believe,Diamond Rio,Country,31,20,236560,33,0.234,0.41,-10.767,0.0322,0.107
2003,Bully,Shinedown,Metal,94,2,242746,56,0.969,0.519,-2.34,0.0662,0.111
2003,American Soldier,Toby Keith,Country,28,20,263333,59,0.541,0.565,-8.427,0.0376,0.0582
2003,Weak And Powerless,A Perfect Circle,Metal,61,18,195133,60,0.841,0.483,-7.494,0.0523,0.108
2003,Somewhere I Belong,Linkin Park,Alt. Rock,32,20,213933,71,0.951,0.451,-3.754,0.0645,0.261
2003,In Da Club,50 Cent,Rap,1,30,193466,74,0.72,0.904,-2.776,0.348,0.0749
2003,Numb,Linkin Park,Alt. Rock,11,33,187520,84,0.87,0.488,-4.185,0.0421,0.484
2003,Dance With My Father,Luther Vandross,R&B,38,20,266000,59,0.341,0.739,-9.971,0.0378,0.072
2003,P.I.M.P.,50 Cent,Rap,3,25,249466,68,0.758,0.699,-3.012,0.342,0.0401
2003,Times Like These,Foo Fighters,Alt. Rock,65,20,265560,68,0.908,0.376,-3.793,0.0879,0.241
2003,Red Dirt Road,Brooks & Dunn,Country,25,20,260360,66,0.868,0.555,-3.798,0.0403,0.116
2003,Hit That,The Offspring,Alt. Rock,64,15,169413,66,0.809,0.704,-3.045,0.0321,0.0596
2003,Rubber Band Man,T.I.,Rap,30,20,347506,51,0.768,0.601,-5.712,0.386,0.482
2003,It's My Life,No Doubt,SKA,10,28,225866,56,0.75,0.606,-4.535,0.0306,0.321
2003,X Gon' Give It To Ya,DMX,Rap,46,17,217586,72,0.899,0.761,-3.09,0.183,0.0719
2003,Faint,Linkin Park,Alt. Rock,48,20,162106,80,0.98,0.554,-3.514,0.108,0.0833
2003,I Love This Bar,Toby Keith,Country,26,20,335333,66,0.824,0.608,-6.303,0.0419,0.346
2003,Straight Out Of Line,Godsmack,Metal,73,8,259133,53,0.96,0.377,-4.719,0.146,0.0718
2003,Seven Nation Army,The White Stripes,Alt. Rock,76,20,232106,84,0.446,0.743,-7.807,0.0683,0.337
2003,It's My Life,No Doubt,Alt. Rock,10,28,225866,56,0.75,0.606,-4.535,0.0306,0.321
2003,Here Without You,3 Doors Down,Alt. Rock,5,51,238733,76,0.533,0.557,-6.817,0.0252,0.205
2003,You Don't Know My Name,Alicia Keys,R&B,3,20,366733,66,0.663,0.264,-8.264,0.187,0.342
2004,I'm Not Okay (I Promise),My Chemical Romance,Alt. Rock,86,6,186480,75,0.94,0.21,-3.427,0.123,0.269
2004,Scars,Papa Roach,Alt. Rock,15,38,208186,70,0.921,0.384,-3.334,0.055,0.168
2004,American Idiot,Green Day,Alt. Rock,61,20,176346,80,0.988,0.38,-2.042,0.0639,0.368
2004,X,Xzibit,Rap,76,10,255640,59,0.678,0.936,-3.012,0.21,0.0838
2004,If I Ain't Got You,Alicia Keys,R&B,4,40,228706,83,0.444,0.609,-9.129,0.106,0.104
2004,Get Back,Ludacris,Rap,13,20,270746,59,0.639,0.555,-5.16,0.263,0.118
2004,Float On,Modest Mouse,Alt. Rock,68,20,208466,74,0.888,0.649,-4.807,0.0293,0.0888
2004,All These Things That I've Done,The Killers,Alt. Rock,74,14,301866,72,0.702,0.539,-7.291,0.0436,0.117
2004,Breakaway,Kelly Clarkson,Today,6,46,237000,61,0.701,0.446,-4.179,0.0295,0.0931
2004,Holiday,Green Day,Alt. Rock,19,32,232680,64,0.89,0.552,-3.409,0.0342,0.888
2004,Ch-Check It Out,Beastie Boys,Punk,68,12,192426,52,0.899,0.795,-7.02,0.292,0.0852
2004,Breathe And Stop,Q-Tip,Rap,71,5,243866,47,0.83,0.881,-4.563,0.172,0.0626
2004,Somebody Told Me,The Killers,Alt. Rock,51,20,197200,80,0.97,0.497,-4.851,0.0836,0.101
2004,Never Again,Kelly Clarkson,Today,8,16,217293,44,0.91,0.514,-2.978,0.0714,0.224
2004,Megalomaniac,Incubus,Alt. Rock,55,20,294800,55,0.943,0.532,-4.549,0.0512,0.317
2004,Get It Wet,Twista,Rap,96,2,242960,42,0.795,0.678,-9.313,0.0822,0.156
2004,Getting Away With Murder,Papa Roach,Alt. Rock,69,16,191372,62,0.968,0.564,-3.75,0.0631,0.226
2004,Disco Inferno,50 Cent,Rap,3,29,214226,73,0.659,0.925,-4.763,0.231,0.279
2004,Overnight Celebrity,Twista,Rap,6,20,233360,67,0.792,0.828,-5.435,0.179,0.281
2004,Live Like You Were Dying,Tim McGraw,Country,29,23,300333,67,0.546,0.416,-7.728,0.0297,0.0845
2004,Pain,Jimmy Eat World,Alt. Rock,93,2,181306,47,0.965,0.39,-3.38,0.119,0.583
2004,Bring Em Out,T.I.,Rap,9,21,216706,66,0.891,0.759,-2.983,0.257,0.141
2004,The Outsider,A Perfect Circle,Metal,79,5,246000,62,0.843,0.328,-6.644,0.0887,0.0496
2004,Since U Been Gone,Kelly Clarkson,Today,2,46,188960,75,0.741,0.662,-5.406,0.0334,0.114
2004,Mr. Brightside,The Killers,Alt. Rock,10,38,222973,87,0.911,0.352,-5.23,0.0747,0.0995
2004,Mockingbird,Eminem,Rap,11,20,250760,86,0.678,0.637,-3.798,0.266,0.156
2004,One Day,Matisyahu,Reggae,85,6,207573,56,0.61,0.346,-5.818,0.15,0.117
2005,Switch,Will Smith,Rap,7,28,196653,54,0.885,0.877,-4.966,0.17,0.557
2005,Hicktown,Jason Aldean,Today,68,13,306026,58,0.877,0.697,-3.885,0.0348,0.0726
2005,Can't Tell Me Nothing,Kanye West,Rap,41,19,271600,79,0.62,0.587,-6.133,0.042,0.82
2005,Bat Country,Avenged Sevenfold,Metal,60,15,311813,70,0.968,0.541,-4.129,0.0396,0.423
2005,Walk Away,Kelly Clarkson,Today,12,29,189306,47,0.888,0.75,-4.524,0.0426,0.0759
2005,Just A Lil Bit,50 Cent,Rap,3,27,237706,77,0.692,0.489,-6.672,0.41,0.315
2005,I Wanna,The All-American Rejects,Alt. Rock,92,2,208600,51,0.913,0.415,-5.361,0.0482,0.284
2005,It Ends Tonight,The All-American Rejects,Alt. Rock,8,23,244826,59,0.636,0.454,-4.731,0.0273,0.154
2005,B.Y.O.B.,System Of A Down,Alt. Rock,27,20,255466,76,0.981,0.538,-2.688,0.14,0.219
2005,I'm Sprung,T-Pain,Rap,8,26,231040,72,0.327,0.728,-11.596,0.0999,0.103
2005,We Belong Together,Mariah Carey,Today,1,43,201400,70,0.467,0.833,-7.89,0.0619,0.09
2005,Move Along,The All-American Rejects,Alt. Rock,15,39,238880,69,0.916,0.518,-3.858,0.0454,0.291
2005,Behind These Hazel Eyes,Kelly Clarkson,Today,6,34,198973,60,0.889,0.548,-4.682,0.0382,0.197
2005,Dirty Little Secret,The All-American Rejects,Alt. Rock,9,39,193653,71,0.954,0.465,-4.251,0.044,0.573
2005,Hypnotize,System Of A Down,Metal,57,15,189440,69,0.92,0.274,-4.096,0.0489,0.115
2005,Hypnotize,System Of A Down,Alt. Rock,57,15,189440,69,0.92,0.274,-4.096,0.0489,0.115
2005,Beverly Hills,Weezer,Alt. Rock,10,43,196093,71,0.823,0.693,-3.761,0.0726,0.328
2005,E-Pro,Beck,Alt. Rock,65,10,202360,57,0.959,0.624,-6.253,0.0769,0.101
2005,Stricken,Disturbed,Alt. Rock,95,3,245226,71,0.969,0.402,-2.825,0.181,0.225
2005,Play Something Country,Brooks & Dunn,Country,37,17,195586,55,0.909,0.685,-3.797,0.032,0.369
2005,We Belong Together,Mariah Carey,R&B,1,43,201400,70,0.467,0.833,-7.89,0.0619,0.09
2005,Happy?,Mudvayne,Metal,89,4,216426,67,0.97,0.546,-2.661,0.097,0.275
2005,When I'm Gone,3 Doors Down,Alt. Rock,4,45,260333,72,0.768,0.53,-5.611,0.0284,0.103
2005,Window Shopper,50 Cent,Rap,20,11,191813,64,0.672,0.539,-4.972,0.195,0.388
2005,Juicebox,The Strokes,Alt. Rock,98,1,194573,57,0.981,0.462,-2.371,0.127,0.0856
2005,Open My Heart,Yolanda Adams,Gospel,57,20,340040,49,0.402,0.414,-8.911,0.0427,0.363
2005,Who Says You Can't Go Home,Bon Jovi,Rock,23,26,280000,43,0.943,0.532,-4.644,0.0498,0.286
2005,As Good As I Once Was,Toby Keith,Country,28,20,227840,72,0.87,0.68,-4.461,0.0393,0.109
2005,Coming Undone,Korn,Alt. Rock,79,6,199773,75,0.677,0.687,-4.172,0.0508,0.0564
2005,Fireman,Lil Wayne,Rap,32,17,263546,57,0.723,0.682,-4.628,0.211,0.406
2005,Blue Orchid,The White Stripes,Alt. Rock,43,7,157560,65,0.645,0.481,-8.535,0.318,0.332
2005,B.Y.O.B.,System Of A Down,Metal,27,20,255466,76,0.981,0.538,-2.688,0.14,0.219
2005,Stricken,Disturbed,Metal,95,3,245226,71,0.969,0.402,-2.825,0.181,0.225
2006,Teenagers,My Chemical Romance,Alt. Rock,67,20,161920,81,0.857,0.463,-3.063,0.0632,0.184
2006,Irreplaceable,Beyonce,R&B,1,30,227853,69,0.694,0.447,-4.637,0.382,0.167
2006,Give It Away,George Strait,Country,35,19,209320,65,0.646,0.674,-5.876,0.027,0.262
2006,Through Glass,Stone Sour,Metal,39,26,282946,69,0.753,0.545,-4.618,0.036,0.389
2006,Touch It,Busta Rhymes,Rap,16,23,214960,55,0.551,0.658,-6.62,0.37,0.197
2006,Hustlin',Rick Ross,Rap,54,17,254093,66,0.652,0.502,-7.224,0.3,0.0675
2006,Dreams,The Game,Rap,32,13,286453,56,0.78,0.63,-5.353,0.221,0.206
2006,What You Know,T.I.,Rap,3,20,274333,62,0.81,0.551,-4.365,0.0344,0.169
2006,Reminiscing,Little River Band,Rock,3,20,379000,12,0.637,0.639,-7.61,0.0253,0.152
2006,When You Were Young,The Killers,Alt. Rock,14,20,220426,77,0.988,0.467,-3.313,0.112,0.28
2006,Famous Last Words,My Chemical Romance,Alt. Rock,88,7,299226,71,0.883,0.467,-3.679,0.106,0.125
2006,Read My Mind,The Killers,Alt. Rock,62,14,246840,70,0.917,0.543,-3.391,0.0444,0.104
2006,Dani California,Red Hot Chili Peppers,Alt. Rock,6,26,282160,79,0.913,0.556,-2.36,0.0437,0.346
2007,I Don't Wanna Stop,Ozzy Osbourne,Rock,61,7,239000,65,0.937,0.578,-3.926,0.0724,0.4
2007,Don't Stop The Music,Rihanna,Today,3,30,267080,71,0.669,0.834,-5.582,0.0637,0.0535
2007,All Of The Lights,Kanye West,Rap,18,25,299613,77,0.803,0.531,-3.284,0.0717,0.176
