year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1983,Twilight Zone,Golden Earring,Pop,10,27,478000,54,0.756,0.656,-6.516,0.0399,0.0927
1983,She Works Hard For The Money,Donna Summer,R&B,3,21,320840,58,0.638,0.758,-13.01,0.0378,0.0938
1983,Sweetheart Like You,Bob Dylan,Rock,55,9,273000,37,0.375,0.555,-11.308,0.0418,0.0751
1983,If Only You Knew,Patti LaBelle,R&B,46,13,285333,46,0.272,0.555,-14.986,0.0411,0.0748
1983,True,Spandau Ballet,Pop,4,18,148000,75,0.861,0.712,-5.487,0.25,0.511
1983,Drop The Pilot,Joan Armatrading,Folk,78,6,221986,49,0.488,0.672,-15.441,0.0349,0.131
1983,Ain't Nobody,Chaka Khan,R&B,22,19,280853,64,0.878,0.8,-7.109,0.0434,0.14
1983,Cold Blooded,Rick James,Funk,40,12,359280,44,0.487,0.939,-7.641,0.153,0.05
1983,She Blinded Me With Science,Thomas Dolby,Pop,5,22,221000,54,0.755,0.799,-11.538,0.0419,0.0661
1983,Stray Cat Strut,Stray Cats,Pop,3,19,198000,50,0.609,0.679,-9.482,0.0347,0.0474
1983,Hot Girls In Love,Loverboy,Pop,11,16,239000,42,0.772,0.495,-11.164,0.0535,0.182
1983,Cold Blooded,Rick James,R&B,40,12,359280,44,0.487,0.939,-7.641,0.153,0.05
1983,Cum On Feel The Noize,Quiet Riot,Pop,5,21,290000,69,0.92,0.409,-5.439,0.12,0.0823
1983,Tell Her About It,Billy Joel,Pop,1,18,229000,57,0.894,0.565,-5.241,0.175,0.49
1983,Little Red Corvette,Prince,R&B,6,24,303613,44,0.665,0.738,-14.28,0.102,0.157
1983,Total Eclipse Of The Heart,Bonnie Tyler,Pop,1,29,267000,80,0.723,0.431,-5.887,0.0568,0.374
1983,Joanna,Kool & The Gang,R&B,2,24,263786,39,0.48,0.864,-12.215,0.0315,0.165
1983,How Am I Supposed To Live Without You,Laura Branigan,Pop,12,20,255000,69,0.44,0.541,-12.206,0.031,0.114
1983,Rock The Casbah,The Clash,Pop,8,24,222000,72,0.872,0.797,-6.727,0.0575,0.284
1983,Rock This Town,Stray Cats,Pop,9,21,207000,48,0.853,0.254,-10.218,0.0517,0.242
1983,The Safety Dance,Men Without Hats,Pop,3,24,165000,57,0.582,0.632,-13.461,0.044,0.0832
1983,Billie Jean,Michael Jackson,R&B,1,25,293826,78,0.654,0.92,-3.051,0.0401,0.036
1983,How Can I Refuse,Heart,Rock,44,11,232000,32,0.569,0.664,-10.427,0.0325,0.0951
1983,Foolin',Def Leppard,Metal,28,14,274000,60,0.787,0.607,-6.704,0.0277,0.111
1983,Rock Of Ages,Def Leppard,Metal,16,15,247000,48,0.785,0.706,-7.666,0.041,0.195
1983,Mr. Roboto,Styx,Pop,3,18,328000,58,0.482,0.663,-12.093,0.0479,0.0521
1983,Don't Let It End,Styx,Rock,6,16,142000,20,0.753,0.305,-12.238,0.0493,0.25
1983,Our House,Madness,Pop,7,19,179000,66,0.205,0.592,-14.601,0.048,0.119
1983,Too Shy,Kajagoogoo,Pop,5,19,221000,60,0.871,0.702,-6.728,0.0926,0.0819
1983,Allentown,Billy Joel,Pop,17,22,230000,53,0.837,0.69,-8.312,0.0289,0.102
1983,Far From Over,Frank Stallone,Pop,10,16,238000,40,0.962,0.403,-3.232,0.0924,0.117
1983,Lawyers In Love,Jackson Browne,Pop,13,15,259000,41,0.74,0.522,-6.496,0.0284,0.145
1983,Shame On The Moon,Bob Seger & The Silver Bullet Band,Pop,2,21,295000,53,0.563,0.615,-7.585,0.0254,0.117
1983,Human Nature,Michael Jackson,Pop,7,14,246000,68,0.409,0.628,-14.348,0.0306,0.29
1983,Burning Down The House,Talking Heads,Pop,9,20,241000,66,0.87,0.779,-13.141,0.0574,0.0399
1983,All Right,Christopher Cross,Pop,12,16,334000,57,0.407,0.773,-15.039,0.0752,0.08
1983,Illegal Alien,Genesis,Rock,44,10,315000,39,0.899,0.617,-8.209,0.0445,0.378
1983,Hungry Like The Wolf,Duran Duran,Pop,3,23,220000,74,0.812,0.691,-7.772,0.0558,0.299
1983,Come Dancing,The Kinks,Pop,6,17,236000,51,0.751,0.491,-11.549,0.0686,0.0666
1983,My Love,Lionel Richie,Pop,5,16,137000,89,0.308,0.504,-14.958,0.0321,0.158
1984,Think Of Laura,Christopher Cross,Pop,9,17,203000,50,0.0357,0.505,-27.683,0.0305,0.134
1984,Your Love Is King,Sade,R&B,54,11,219893,59,0.421,0.741,-6.789,0.0303,0.0374
1984,Cover Me,Bruce Springsteen,Pop,7,18,293000,74,0.44,0.549,-8.192,0.0264,0.107
1984,Drive,The Cars,Alt. Rock,3,19,234493,65,0.606,0.582,-9.961,0.0289,0.151
1984,Miss Me Blind,Culture Club,Pop,5,16,269000,49,0.816,0.768,-6.66,0.0388,0.313
1984,Still Loving You,Scorpions,Metal,64,6,387000,65,0.39,0.273,-12.384,0.0317,0.183
1984,Smooth Operator,Sade,R&B,5,20,298893,59,0.559,0.794,-6.491,0.0319,0.0371
1984,On The Dark Side,John Cafferty & The Beaver Brown Band,Pop,7,27,225000,59,0.563,0.389,-21.191,0.0622,0.104
1984,Wake Me Up Before You Go-Go,Wham!,Pop,1,24,231000,81,0.573,0.62,-11.893,0.0423,0.0607
1984,You Might Think,The Cars,Alt. Rock,7,17,184717,63,0.855,0.728,-6.031,0.0333,0.113
1984,Through the Fire,Chaka Khan,R&B,60,19,288653,62,0.593,0.563,-7.099,0.0322,0.145
1984,Radio Ga Ga,Queen,Rock,16,13,348000,26,0.502,0.745,-7.705,0.0359,0.191
1984,Doctor! Doctor!,Thompson Twins,Pop,11,16,199000,65,0.643,0.402,-8.749,0.0317,0.118
1984,Got A Hold On Me,Christine McVie,Pop,10,16,169000,66,0.584,0.469,-6.104,0.0832,0.811
1984,Girls Just Want To Have Fun,Cyndi Lauper,Pop,2,25,238000,85,0.799,0.71,-4.897,0.0328,0.349
1984,The Bird,The Time,Funk,36,13,464333,39,0.548,0.675,-15.277,0.0907,0.784
1984,Breakdance,Irene Cara,Pop,8,19,191000,38,0.552,0.96,-4.97,0.25,0.0942
1984,Should I Do It,The Pointer Sisters,Disco,13,16,231600,25,0.803,0.666,-4.636,0.0288,0.609
1984,Borderline,Madonna,Pop,10,30,237000,81,0.873,0.621,-3.067,0.0369,0.0824
1984,Karma Chameleon,Culture Club,Pop,1,22,252000,76,0.73,0.668,-7.182,0.0366,0.188
1984,Cool It Now,New Edition,R&B,4,25,347666,53,0.532,0.871,-13.335,0.0677,0.321
1984,Talking In Your Sleep,The Romantics,Pop,3,26,236000,69,0.927,0.7,-4.981,0.0358,0.0445
1984,Ghostbusters,Ray Parker Jr.,Pop,1,24,245000,65,0.846,0.788,-5.017,0.0372,0.26
1984,I Just Called To Say I Love You,Stevie Wonder,R&B,1,26,262240,74,0.551,0.748,-9.054,0.0239,0.0943
1984,Solid,Ashford & Simpson,Disco,12,24,312000,52,0.474,0.814,-12.017,0.0309,0.599
1984,When Doves Cry,Prince,R&B,1,23,354133,68,0.989,0.729,-4.613,0.049,0.443
1984,She Bop,Cyndi Lauper,Pop,3,18,229000,53,0.891,0.583,-4.565,0.0345,0.103
1984,Hard Habit To Break,Chicago,Pop,3,25,283000,56,0.612,0.584,-5.833,0.0283,0.171
1984,Lights Out,Peter Wolf,Pop,12,14,157000,65,0.889,0.628,-3.573,0.0983,0.0984
1984,State of Shock,The Jacksons,Disco,3,15,271000,42,0.846,0.98,-7.696,0.139,0.052
1984,Jungle Love,The Time,Funk,20,25,333360,52,0.641,0.761,-13.466,0.0445,0.483
1984,Some Guys Have All The Luck,Rod Stewart,Pop,10,17,274000,53,0.617,0.751,-15.103,0.039,0.0504
1984,Mr. Telephone Man,New Edition,R&B,12,16,239160,63,0.45,0.727,-13.32,0.0291,0.0544
1984,17,Rick James,Funk,36,14,249653,26,0.732,0.795,-10.487,0.0562,0.499
1984,We're Not Gonna Take It,Twisted Sister,Metal,21,15,219000,72,0.924,0.502,-6.299,0.0503,0.162
1984,Missing You,John Waite,Pop,1,24,269000,68,0.552,0.552,-9.736,0.0364,0.046
1984,Hallelujah,Leonard Cohen,Folk,59,1,277160,61,0.344,0.28,-12.577,0.0293,0.133
1984,Love Is A Battlefield,Pat Benatar,Pop,5,22,245000,62,0.634,0.669,-11.903,0.0488,0.0979
1984,I Feel For You,Chaka Khan,Pop,3,26,343000,59,0.912,0.698,-8.993,0.0675,0.279
1984,I Can Dream About You,Dan Hartman,Disco,6,25,252600,57,0.562,0.754,-11.275,0.0489,0.0328
1984,Eyes Without A Face,Billy Idol,Pop,4,22,299000,76,0.816,0.54,-6.197,0.0421,0.276
1984,Fresh,Kool & The Gang,R&B,9,19,266560,63,0.381,0.838,-16.867,0.0351,0.0364
1984,Magic,The Cars,Alt. Rock,12,17,237093,47,0.806,0.683,-7.574,0.042,0.191
1984,Church Of The Poison Mind,Culture Club,Pop,10,17,212000,47,0.902,0.597,-4.246,0.0355,0.65
1984,An Innocent Man,Billy Joel,Pop,10,18,318000,53,0.382,0.509,-9.441,0.0351,0.112
1984,Undercover Of The Night,The Rolling Stones,Pop,9,14,273000,41,0.973,0.603,-4.454,0.176,0.472
1984,The Longest Time,Billy Joel,Pop,14,18,217000,65,0.333,0.637,-9.603,0.0262,0.147
1984,I Wanna Rock,Twisted Sister,Metal,68,7,179000,70,0.911,0.504,-2.97,0.0738,0.355
1984,Break My Stride,Matthew Wilder,Pop,5,29,184000,72,0.588,0.917,-11.047,0.0607,0.0914
1984,Lucky Star,Madonna,Pop,4,16,337000,55,0.814,0.803,-4.579,0.0381,0.223
1984,Rock Me Tonite,Billy Squier,Pop,15,16,297000,45,0.724,0.472,-5.061,0.0522,0.239
1984,Panama,Van Halen,Metal,13,15,210000,73,0.978,0.526,-5.436,0.108,0.0744
1984,Owner Of A Lonely Heart,Yes,Pop,1,23,268000,71,0.798,0.744,-5.981,0.0364,0.26
1984,Sunglasses At Night,Corey Hart,Pop,7,23,320000,58,0.624,0.665,-11.106,0.049,0.518
1984,Automatic,The Pointer Sisters,Disco,5,20,287013,49,0.656,0.803,-7.53,0.0556,0.324
1984,The Language Of Love,Dan Fogelberg,Pop,13,14,168000,31,0.914,0.674,-4.923,0.0353,0.283
1984,Dancing In The Dark,Bruce Springsteen,Pop,2,21,241000,84,0.942,0.527,-5.64,0.0366,0.188
1984,99 Luftballons,Nena,Pop,2,23,231000,75,0.467,0.636,-10.1,0.0421,0.117
1984,Love Somebody,Rick Springfield,Pop,5,16,296000,67,0.693,0.497,-7.024,0.0565,0.215
1984,Rock You Like A Hurricane,Scorpions,Metal,25,16,252000,71,0.617,0.482,-12.931,0.0458,0.284
1984,Nobody Told Me,John Lennon,Pop,5,14,214000,48,0.936,0.712,-4.246,0.0364,0.0443
1984,Original Sin,INXS,Rock,58,7,241000,31,0.668,0.688,-6.109,0.053,0.0483
1984,Legs,ZZ Top,Pop,8,19,273000,63,0.946,0.61,-5.357,0.0378,0.36
1984,Footloose,Kenny Loggins,Pop,1,23,220000,72,0.895,0.546,-7.189,0.0579,0.0768
1984,Better Be Good To Me,Tina Turner,Pop,5,21,176000,45,0.419,0.418,-9.979,0.0559,0.0887
1984,Infatuation,Rod Stewart,Pop,6,18,221000,53,0.608,0.629,-7.247,0.077,0.0874
1984,Stuck On You,Lionel Richie,R&B,3,19,195133,58,0.346,0.522,-15.462,0.0297,0.114
1984,Twist Of Fate,Olivia Newton-John,Pop,5,18,218000,35,0.693,0.605,-8.84,0.0409,0.103
1984,The Glamorous Life,Sheila E.,Pop,7,26,543000,49,0.675,0.759,-14.366,0.0422,0.431
1984,Union Of The Snake,Duran Duran,Pop,3,17,259000,50,0.86,0.617,-4.548,0.0896,0.653
1984,Hold Me Now,Thompson Twins,Pop,3,21,286000,64,0.616,0.787,-9.811,0.0324,0.0978
1984,The Reflex,Duran Duran,Pop,1,21,267000,58,0.888,0.554,-6.664,0.087,0.291
1984,Time After Time,Cyndi Lauper,Pop,1,20,241000,83,0.449,0.726,-9.206,0.0286,0.0824
1984,Hello,Lionel Richie,R&B,1,24,251106,57,0.246,0.487,-14.104,0.0376,0.0983
1984,Cruel Summer,Bananarama,Pop,9,18,178000,93,0.702,0.552,-5.707,0.157,0.105
1984,I'll Wait,Van Halen,Metal,13,14,280000,54,0.852,0.626,-4.575,0.036,0.501
1984,Penny Lover,Lionel Richie,R&B,8,18,335173,37,0.381,0.712,-14.293,0.0276,0.0364
1984,Self Control,Laura Branigan,Pop,4,25,249000,77,0.21,0.581,-10.426,0.0321,0.369
1984,Let The Music Play,Shannon,Pop,8,24,214000,58,0.687,0.709,-10.462,0.0519,0.092
1984,Sister Christian,Night Ranger,Pop,5,24,302000,62,0.35,0.448,-16.239,0.0393,0.0842
1984,Round And Round,Ratt,Pop,12,18,265000,68,0.934,0.628,-6.026,0.0527,0.0853
1984,Blue Jean,David Bowie,Pop,8,18,167000,78,0.807,0.599,-4.679,0.0402,0.196
1984,Here Comes The Rain Again,Eurythmics,Pop,4,20,294000,65,0.755,0.648,-7.901,0.03,0.225
1984,People Are People,Depeche Mode,Alt. Rock,13,18,231960,61,0.829,0.681,-7.305,0.0626,0.327
1984,She's Strange,Cameo,Funk,47,11,431666,38,0.593,0.816,-11.751,0.0867,0.0631
1984,Desert Moon,Dennis DeYoung,Pop,10,22,224000,49,0.282,0.56,-13.241,0.0287,0.11
1984,Jump,Van Halen,Metal,1,21,241000,76,0.835,0.572,-6.219,0.0317,0.0702
1984,Wrapped Around Your Finger,The Police,Pop,8,16,193000,67,0.628,0.744,-5.435,0.0287,0.317
1984,Jump,Van Halen,Pop,1,21,218000,76,0.823,0.811,-5.921,0.0423,0.158
1984,New Moon On Monday,Duran Duran,Pop,10,16,256000,50,0.869,0.536,-4.56,0.151,0.635
1984,Running With The Night,Lionel Richie,Pop,7,19,249000,39,0.6,0.767,-9.865,0.0374,0.39
1984,She's Strange,Cameo,R&B,47,11,431666,38,0.593,0.816,-11.751,0.0867,0.0631
1984,New Attitude,Patti LaBelle,R&B,17,21,251160,45,0.722,0.81,-7.101,0.0429,0.529
1985,Burning Like A Flame,Dokken,Metal,72,8,284533,35,0.927,0.488,-5.724,0.065,0.361
1985,We Don't Need Another Hero (Thunderdome),Tina Turner,R&B,2,18,255186,64,0.674,0.69,-5.866,0.0471,0.114
1985,Everything She Wants,Wham!,Pop,1,20,302000,67,0.459,0.899,-15.557,0.0366,0.165
1985,One More Night,Phil Collins,Pop,1,18,219000,71,0.82,0.718,-3.453,0.0323,0.0846
1985,Things Can Only Get Better,Howard Jones,Pop,5,23,235000,55,0.743,0.752,-6.083,0.0331,0.128
1985,Everytime You Go Away,Paul Young,Pop,1,23,322000,45,0.234,0.453,-16.943,0.0342,0.0431
1985,We Built This City,Starship,Pop,1,24,296000,75,0.908,0.661,-4.897,0.039,0.0708
1985,Dress You Up,Madonna,Pop,5,16,242000,49,0.896,0.634,-3.073,0.0318,0.1
1985,The Search Is Over,Survivor,Pop,4,21,252000,50,0.342,0.527,-12.272,0.0336,0.0803
1985,Obsession,Animotion,Pop,6,24,337000,55,0.613,0.673,-11.997,0.0799,0.608
1985,In My House,Mary Jane Girls,Pop,7,22,168000,58,0.571,0.687,-9.671,0.0619,0.0816
1985,The Boys Of Summer,Don Henley,Pop,5,22,288000,77,0.549,0.516,-13.741,0.0373,0.184
1985,Freeway Of Love,Aretha Franklin,R&B,3,19,352093,45,0.899,0.688,-6.328,0.0734,0.0223
1985,Freedom,Wham!,Pop,3,18,390000,66,0.863,0.673,-10.352,0.0451,0.0601
1985,Never Surrender,Corey Hart,Pop,3,20,210000,51,0.828,0.387,-3.955,0.0382,0.301
1985,Part-Time Lover,Stevie Wonder,Pop,1,21,252000,70,0.624,0.662,-13.606,0.0417,0.0674
1985,The Heat Is On,Glenn Frey,Pop,2,24,227000,64,0.865,0.622,-6.369,0.0531,0.0692
1985,Frankie,Sister Sledge,Disco,75,8,257000,44,0.759,0.813,-7.882,0.0878,0.0573
1985,Nightshift,Commodores,Disco,3,22,306560,61,0.559,0.727,-10.194,0.0392,0.0629
1985,California Girls,David Lee Roth,Pop,3,16,160000,60,0.62,0.503,-6.069,0.0295,0.159
1985,The Sweetest Taboo,Sade,R&B,5,22,276640,58,0.79,0.75,-9.696,0.0463,0.317
1985,Fortress Around Your Heart,Sting,Pop,8,20,279000,47,0.476,0.68,-15.447,0.0294,0.079
1985,No More Lonely Nights,Paul McCartney,Pop,6,18,312000,50,0.428,0.32,-14.262,0.0536,0.519
1985,Wanted Man,Ratt,Metal,87,3,222506,49,0.869,0.609,-7.31,0.0509,0.0443
1985,A View To A Kill,Duran Duran,Pop,1,17,217000,64,0.814,0.706,-5.405,0.0569,0.262
1985,The Wild Boys,Duran Duran,Pop,2,18,257000,56,0.837,0.741,-7.622,0.0638,0.138
1985,One Night In Bangkok,Murray Head,Pop,3,20,235000,48,0.457,0.947,-9.653,0.0686,0.0643
1985,We Belong,Pat Benatar,Pop,5,20,201000,70,0.467,0.833,-7.89,0.0619,0.09
1985,Tonight She Comes,The Cars,Alt. Rock,7,17,236733,43,0.837,0.656,-7.984,0.0264,0.104
1985,Glory Days,Bruce Springsteen,Pop,5,18,254000,71,0.96,0.574,-4.906,0.032,0.121
1985,Run To You,Bryan Adams,Pop,6,19,233000,73,0.811,0.561,-6.157,0.0265,0.287
1985,Missing You,Diana Ross,Pop,10,27,269000,68,0.552,0.552,-9.736,0.0364,0.046
1985,Like A Virgin,Madonna,Pop,1,19,218000,70,0.655,0.771,-10.842,0.0372,0.0685
1985,Chain Reaction,Diana Ross,Disco,66,11,227880,41,0.6,0.806,-9.642,0.0329,0.0836
1985,Back And Forth,Cameo,R&B,50,8,392266,38,0.424,0.908,-13.362,0.0485,0.0467
1985,Angel,Madonna,Pop,5,17,235000,75,0.766,0.74,-2.939,0.178,0.0406
1985,Separate Lives,Phil Collins and Marilyn Martin,Pop,1,21,248000,60,0.309,0.341,-9.166,0.0315,0.319
1985,Heaven,Bryan Adams,Pop,1,19,179000,71,0.556,0.677,-6.544,0.0306,0.105
1985,Suddenly,Billy Ocean,Pop,4,22,201000,76,0.767,0.587,-5.713,0.0449,0.112
1985,How Will I Know,Whitney Houston,R&B,1,24,275533,70,0.544,0.832,-12.697,0.0442,0.632
1985,Material Girl,Madonna,Pop,2,17,240000,72,0.883,0.742,-3.419,0.0329,0.0964
1985,I Can't Wait,Stevie Nicks,Rock,16,13,275000,44,0.931,0.61,-4.955,0.0874,0.873
1985,Sentimental Street,Night Ranger,Pop,8,17,253000,40,0.579,0.66,-12.746,0.029,0.0687
1985,Axel F,Harold Faltermeyer,Pop,3,19,171000,70,0.927,0.842,-1.496,0.0439,0.0972
1985,Sea Of Love,The Honeydrippers,Pop,3,20,139000,60,0.0859,0.585,-11.478,0.0484,0.16
1985,Cherish,Kool & The Gang,R&B,2,25,290600,51,0.249,0.562,-18.652,0.0253,0.352
1985,Would I Lie To You?,Eurythmics,Pop,5,19,279000,65,0.538,0.547,-11.39,0.0567,0.0369
1985,Too Late For Goodbyes,Julian Lennon,Pop,5,17,214000,52,0.743,0.867,-8.229,0.0325,0.0451
1985,Lay Your Hands On Me,Thompson Twins,Pop,6,20,358000,51,0.912,0.259,-5.665,0.0728,0.241
1985,Sussudio,Phil Collins,Pop,1,17,263000,67,0.935,0.714,-5.195,0.0849,0.0515
1985,I Want To Know What Love Is,Foreigner,Pop,1,21,304000,80,0.471,0.477,-10.036,0.0277,0.131
1985,Home Sweet Home,Motley Crue,Metal,37,17,239000,68,0.776,0.397,-6.339,0.0381,0.189
1985,Lay It Down,Ratt,Metal,40,11,205466,62,0.86,0.607,-8.994,0.0335,0.263
1985,Dare Me,The Pointer Sisters,Disco,11,18,259120,38,0.917,0.71,-5.275,0.0909,0.18
1985,Sugar Walls,Sheena Easton,Pop,9,17,123000,43,0.526,0.634,-10.281,0.0531,0.127
1985,Valotte,Julian Lennon,Pop,9,19,257000,38,0.512,0.571,-9.73,0.0259,0.0998
1985,Miami Vice Theme,Jan Hammer,Pop,1,22,147000,41,0.924,0.571,-9.887,0.0385,0.432
1985,You Give Good Love,Whitney Houston,Pop,3,21,277000,54,0.365,0.559,-13.654,0.0332,0.0771
1985,Money For Nothing,Dire Straits,Pop,1,22,506000,65,0.655,0.667,-9.339,0.0367,0.0641
1985,Be Near Me,ABC,Pop,9,22,219000,41,0.589,0.719,-11.87,0.0302,0.13
1985,Saving All My Love For You,Whitney Houston,Pop,1,22,238000,68,0.264,0.636,-14.567,0.0263,0.275
1985,Alone Again,Dokken,Metal,64,11,260680,59,0.68,0.295,-6.126,0.0445,0.125
1985,All I Need,Jack Wagner,Pop,2,22,228000,71,0.478,0.67,-8.689,0.0355,0.138
1985,Private Dancer,Tina Turner,Pop,7,18,434000,59,0.572,0.587,-9.656,0.0412,0.0914
1985,If You Love Somebody Set Them Free,Sting,Pop,3,18,256000,56,0.849,0.627,-10.61,0.0309,0.319
1985,You Belong To The City,Glenn Frey,Pop,2,21,352000,54,0.703,0.669,-5.789,0.0299,0.0623
1985,Take On Me,a-ha,Pop,1,27,225000,88,0.902,0.573,-7.638,0.054,0.0928
1985,Crazy For You,Madonna,Pop,1,21,193000,82,0.402,0.551,-7.431,0.0262,0.0928
1985,In Between Days,The Cure,Alt. Rock,99,1,178066,35,0.914,0.525,-3.377,0.0357,0.212
1986,No One Is To Blame,Howard Jones,Pop,4,23,258000,49,0.354,0.743,-13.619,0.0285,0.0621
1986,Little Suzi,Tesla,Metal,91,3,297000,47,0.719,0.55,-9.809,0.0387,0.115
1986,Sara,Starship,Pop,1,20,214000,77,0.683,0.576,-5.103,0.118,0.0819
1986,True Colors,Cyndi Lauper,Pop,1,20,227000,70,0.207,0.397,-13.155,0.0331,0.116
1986,Love Zone,Billy Ocean,Pop,10,16,215000,45,0.783,0.652,-3.271,0.143,0.0866
1986,Dancing On The Ceiling,Lionel Richie,R&B,2,17,270720,66,0.774,0.698,-8.642,0.048,0.394
1986,When I Think Of You,Janet Jackson,Pop,1,19,235000,54,0.639,0.759,-11.386,0.0425,0.0518
1986,Danger Zone,Kenny Loggins,Pop,2,21,215000,76,0.897,0.544,-6.056,0.0471,0.13
1986,A Different Corner,George Michael,Pop,7,16,243000,52,0.286,0.263,-10.34,0.0335,0.105
1986,Control,Janet Jackson,R&B,5,18,353306,45,0.786,0.785,-12.487,0.0501,0.158
1986,Typical Male,Tina Turner,R&B,2,16,256826,48,0.745,0.762,-7.772,0.0407,0.0612
1986,Sledgehammer,Peter Gabriel,Pop,1,21,311000,56,0.682,0.641,-7.561,0.0392,0.0394
1986,Is It Love,Mr. Mister,Pop,8,17,123000,55,0.524,0.826,-6.284,0.0992,0.107
1986,What Have You Done For Me Lately,Janet Jackson,Pop,4,21,299000,48,0.396,0.846,-12.408,0.0677,0.0656
1986,Bizarre Love Triangle,New Order,Alt. Rock,98,2,263213,65,0.885,0.613,-7.463,0.052,0.0997
1986,Invisible Touch,Genesis,Pop,1,17,208000,71,0.931,0.617,-6.845,0.0345,0.171
1986,Live To Tell,Madonna,Pop,1,18,351000,59,0.521,0.652,-6.752,0.0256,0.107
1986,Wild Wild Life,Talking Heads,Alt. Rock,25,21,219826,51,0.714,0.649,-11.268,0.029,0.334
1986,Bad Boy,Miami Sound Machine,Pop,8,19,157000,66,0.674,0.697,-6.326,0.0533,0.138
1986,Shot in the Dark,Ozzy Osbourne,Metal,68,9,256000,61,0.791,0.581,-7.262,0.0324,0.142
1986,Why Can't This Be Love,Van Halen,Metal,3,16,227000,38,0.671,0.547,-11.274,0.054,0.0875
1986,Crush On You,The Jets,Pop,3,20,275000,52,0.635,0.827,-6.77,0.251,0.109
1986,Rumors,Timex Social Club,Pop,8,19,185000,63,0.842,0.688,-4.211,0.264,0.241
1986,Holding Back The Years,Simply Red,Pop,1,23,269000,69,0.514,0.71,-8.885,0.0278,0.0953
1986,Your Love,The Outfield,Pop,6,22,216000,82,0.654,0.578,-12.421,0.0562,0.0673
1986,Broken Wings,Mr. Mister,Pop,1,22,343000,70,0.5,0.286,-14.281,0.0357,0.108
1986,Baby Love,Regina,Pop,10,20,189000,79,0.686,0.417,-6.484,0.0373,0.0989
1986,Human,The Human League,Pop,1,20,200000,80,0.707,0.602,-4.097,0.302,0.165
1986,I Miss You,Klymaxx,Pop,5,29,167000,81,0.455,0.445,-6.405,0.0575,0.124
1986,Conga,Miami Sound Machine,Pop,10,27,254000,65,0.656,0.789,-14.825,0.0474,0.0311
1986,True Blue,Madonna,Pop,3,16,296000,63,0.774,0.472,-7.739,0.0405,0.175
1986,Spies Like Us,Paul McCartney,Pop,7,17,287000,19,0.643,0.606,-10.438,0.0305,0.238
1986,Living In America,James Brown,Pop,4,19,282000,54,0.854,0.754,-7.114,0.0363,0.0675
1986,What You Need,INXS,Pop,5,20,206000,71,0.335,0.638,-10.522,0.0854,0.116
1986,Two Of Hearts,Stacey Q,Pop,3,22,239000,62,0.506,0.824,-7.12,0.0291,0.113
1986,Rock Me Amadeus,Falco,Pop,1,17,202000,65,0.817,0.61,-9.45,0.133,0.0884
1986,Secret Lovers,Atlantic Starr,Pop,3,23,330000,52,0.379,0.339,-15.08,0.0528,0.219
1986,Throwing It All Away,Genesis,Pop,4,16,229000,59,0.606,0.377,-7.409,0.0262,0.0879
1986,Greatest Love Of All,Whitney Houston,Pop,1,20,291000,68,0.305,0.502,-16.011,0.0339,0.117
1986,Master Of Puppets,Metallica,Metal,35,3,515000,49,0.828,0.539,-9.108,0.035,0.154
1986,Kyrie,Mr. Mister,Pop,1,20,256000,53,0.676,0.489,-8.769,0.0368,0.389
1986,Addicted To Love,Robert Palmer,Pop,1,22,363000,65,0.578,0.702,-13.415,0.031,0.0425
1986,You Give Love A Bad Name,Bon Jovi,Pop,1,24,222000,83,0.959,0.541,-2.947,0.0505,0.344
1986,Candy,Cameo,Funk,21,17,339933,59,0.709,0.705,-12.649,0.0489,0.286
1986,Something About You,Level 42,Pop,7,27,153000,82,0.781,0.648,-8.736,0.0271,0.305
1986,Heartbeat,Don Johnson,Pop,5,15,269000,79,0.545,0.8,-7.002,0.127,0.0445
1986,Nikita,Elton John,Pop,7,18,343000,68,0.656,0.632,-9.29,0.0277,0.0735
1986,Candy,Cameo,R&B,21,17,339933,60,0.709,0.705,-12.649,0.0489,0.286
1986,King For A Day,Thompson Twins,Pop,8,16,236000,76,0.965,0.403,-2.238,0.0964,0.341
1986,Take Me Home,Phil Collins,Pop,7,16,174000,72,0.891,0.592,-3.144,0.0512,0.352
1986,In My Dreams,Dokken,Metal,77,7,260092,54,0.816,0.552,-9.819,0.0592,0.105
1986,Walk Of Life,Dire Straits,Pop,7,21,252000,62,0.936,0.461,-6.866,0.109,0.124
1986,Nasty,Janet Jackson,R&B,3,19,243133,52,0.89,0.839,-11.697,0.0628,0.0866
1986,Take Me Home Tonight,Eddie Money,Pop,4,23,211000,69,0.768,0.608,-9.911,0.0364,0.0942
1986,Venus,Bananarama,Pop,1,19,229000,69,0.961,0.722,-4.812,0.0514,0.278
1986,Amanda,Boston,Pop,1,18,256000,62,0.424,0.449,-14.06,0.0323,0.107
1986,Talk To Me,Stevie Nicks,Pop,4,18,227000,62,0.281,0.773,-9.781,0.11,0.112
1986,Sweet Love,Anita Baker,Pop,8,22,149000,69,0.571,0.729,-7.06,0.0285,0.402
1986,Manic Monday,The Bangles,Pop,2,20,184000,57,0.594,0.685,-10.906,0.0289,0.358
1986,My Hometown,Bruce Springsteen,Pop,6,15,216000,80,0.869,0.62,-5.479,0.0462,0.131
1986,Higher Love,Steve Winwood,Pop,1,22,228000,76,0.678,0.693,-7.159,0.0324,0.101
